block	fixation	reaction	lapsus	last5
1	1.5	2.0	True	none
1	1.2	0.29125199999907636	False	0.29125199999907636
1	0.9	0.308794399999897	False	0.3000231999994867
1	2.1	0.2744626999992761	False	0.2915030333327498
1	1.7	0.25736959999994724	False	0.28296967499954917
